index,index_in_file,peak_frequency,index_in_summary,input_file_dt,freq_group,ref_time,call_start_time,call_end_time,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name,Recover Folder,SD Card,File Duration
492,60,39360.0,38507,2022-06-23 06:30:00,HF,2022-06-23 06:33:20.594500000,2022-06-23 06:33:20.594500000,2022-06-23 06:33:20.604300000,200.5945,200.6043,37500.0,45682.0,Echolocation,Pipistrellus nathusii,0.522,0.563,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_063000.WAV,Foliage,recover-20220624_unit2,10,
493,13,40320.0,38723,2022-06-23 07:30:00,HF,2022-06-23 07:43:47.056500000,2022-06-23 07:43:47.056500000,2022-06-23 07:43:47.064900000,827.0565,827.0649,39218.0,47786.0,Echolocation,Pipistrellus nathusii,0.626,0.645,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_073000.WAV,Foliage,recover-20220624_unit2,10,
494,14,40320.0,38724,2022-06-23 07:30:00,HF,2022-06-23 07:43:47.150500000,2022-06-23 07:43:47.150500000,2022-06-23 07:43:47.160700000,827.1505,827.1607,38359.0,48599.0,Echolocation,Pipistrellus nathusii,0.557,0.589,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_073000.WAV,Foliage,recover-20220624_unit2,10,
495,15,39360.0,38725,2022-06-23 07:30:00,HF,2022-06-23 07:43:47.250500000,2022-06-23 07:43:47.250500000,2022-06-23 07:43:47.258100000,827.2505,827.2581,38359.0,47263.0,Echolocation,Pipistrellus nathusii,0.683,0.704,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_073000.WAV,Foliage,recover-20220624_unit2,10,
496,17,39360.0,38727,2022-06-23 07:30:00,HF,2022-06-23 07:43:47.521499999,2022-06-23 07:43:47.521499999,2022-06-23 07:43:47.532599999,827.5215,827.5326,37500.0,52562.0,Echolocation,Pipistrellus nathusii,0.557,0.666,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_073000.WAV,Foliage,recover-20220624_unit2,10,
497,18,40320.0,38728,2022-06-23 07:30:00,HF,2022-06-23 07:43:47.618500000,2022-06-23 07:43:47.618500000,2022-06-23 07:43:47.626100000,827.6185,827.6261,39218.0,52469.0,Echolocation,Pipistrellus nathusii,0.648,0.724,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_073000.WAV,Foliage,recover-20220624_unit2,10,
498,35,40320.0,38745,2022-06-23 07:30:00,HF,2022-06-23 07:43:53.043500000,2022-06-23 07:43:53.043500000,2022-06-23 07:43:53.050900000,833.0435,833.0509,38359.0,48906.0,Echolocation,Pipistrellus nathusii,0.57,0.62,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_073000.WAV,Foliage,recover-20220624_unit2,10,
499,36,38400.0,38746,2022-06-23 07:30:00,HF,2022-06-23 07:43:53.435500000,2022-06-23 07:43:53.435500000,2022-06-23 07:43:53.443600000,833.4355,833.4436,36640.0,47610.0,Echolocation,Pipistrellus nathusii,0.48,0.663,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_073000.WAV,Foliage,recover-20220624_unit2,10,
500,37,38400.0,38747,2022-06-23 07:30:00,HF,2022-06-23 07:43:53.534500000,2022-06-23 07:43:53.534500000,2022-06-23 07:43:53.542500000,833.5345,833.5425,37500.0,44655.0,Echolocation,Pipistrellus nathusii,0.579,0.662,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_073000.WAV,Foliage,recover-20220624_unit2,10,
501,278,40320.0,38988,2022-06-23 07:30:00,HF,2022-06-23 07:57:11.831500000,2022-06-23 07:57:11.831500000,2022-06-23 07:57:11.844700000,1631.8315,1631.8447,38359.0,45004.0,Echolocation,Pipistrellus nathusii,0.491,0.509,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_073000.WAV,Foliage,recover-20220624_unit2,10,
502,281,38400.0,38991,2022-06-23 07:30:00,HF,2022-06-23 07:57:13.907500000,2022-06-23 07:57:13.907500000,2022-06-23 07:57:13.915000000,1633.9075,1633.915,34921.0,46054.0,Echolocation,Pipistrellus nathusii,0.388,0.62,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_073000.WAV,Foliage,recover-20220624_unit2,10,
503,283,39360.0,38993,2022-06-23 07:30:00,HF,2022-06-23 07:57:14.194500000,2022-06-23 07:57:14.194500000,2022-06-23 07:57:14.201400000,1634.1945,1634.2014,36640.0,48487.0,Echolocation,Pipistrellus nathusii,0.448,0.55,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_073000.WAV,Foliage,recover-20220624_unit2,10,
504,287,39360.0,38997,2022-06-23 07:30:00,HF,2022-06-23 07:57:15.305500000,2022-06-23 07:57:15.305500000,2022-06-23 07:57:15.314100000,1635.3055,1635.3141,37500.0,46162.0,Echolocation,Pipistrellus nathusii,0.594,0.669,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_073000.WAV,Foliage,recover-20220624_unit2,10,
505,289,39360.0,38999,2022-06-23 07:30:00,HF,2022-06-23 07:57:15.577500000,2022-06-23 07:57:15.577500000,2022-06-23 07:57:15.584800000,1635.5775,1635.5848,36640.0,48892.0,Echolocation,Pipistrellus nathusii,0.53,0.632,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_073000.WAV,Foliage,recover-20220624_unit2,10,
506,290,39360.0,39000,2022-06-23 07:30:00,HF,2022-06-23 07:57:15.765500000,2022-06-23 07:57:15.765500000,2022-06-23 07:57:15.774400000,1635.7655,1635.7744,37500.0,43877.0,Echolocation,Pipistrellus nathusii,0.537,0.57,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_073000.WAV,Foliage,recover-20220624_unit2,10,
507,292,40320.0,39002,2022-06-23 07:30:00,HF,2022-06-23 07:57:15.955500000,2022-06-23 07:57:15.955500000,2022-06-23 07:57:15.962400000,1635.9555,1635.9624,37500.0,45724.0,Echolocation,Pipistrellus nathusii,0.432,0.528,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_073000.WAV,Foliage,recover-20220624_unit2,10,
508,311,39360.0,39021,2022-06-23 07:30:00,HF,2022-06-23 07:57:22.029500000,2022-06-23 07:57:22.029500000,2022-06-23 07:57:22.037300000,1642.0295,1642.0373,37500.0,46905.0,Echolocation,Pipistrellus nathusii,0.628,0.68,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_073000.WAV,Foliage,recover-20220624_unit2,10,
509,313,40320.0,39023,2022-06-23 07:30:00,HF,2022-06-23 07:57:22.239500000,2022-06-23 07:57:22.239500000,2022-06-23 07:57:22.244600000,1642.2395,1642.2446,35781.0,50401.0,Echolocation,Barbastellus barbastellus,0.437,0.629,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_073000.WAV,Foliage,recover-20220624_unit2,10,
510,314,39360.0,39024,2022-06-23 07:30:00,HF,2022-06-23 07:57:22.351500000,2022-06-23 07:57:22.351500000,2022-06-23 07:57:22.357900000,1642.3515,1642.3579,36640.0,46775.0,Echolocation,Pipistrellus nathusii,0.315,0.553,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_073000.WAV,Foliage,recover-20220624_unit2,10,
511,319,40320.0,39029,2022-06-23 07:30:00,HF,2022-06-23 07:57:23.330500000,2022-06-23 07:57:23.330500000,2022-06-23 07:57:23.339000000,1643.3305,1643.339,34921.0,48551.0,Echolocation,Pipistrellus nathusii,0.599,0.655,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_073000.WAV,Foliage,recover-20220624_unit2,10,
512,322,40320.0,39032,2022-06-23 07:30:00,HF,2022-06-23 07:57:24.869500000,2022-06-23 07:57:24.869500000,2022-06-23 07:57:24.876600000,1644.8695,1644.8766,38359.0,44990.0,Echolocation,Pipistrellus nathusii,0.428,0.539,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_073000.WAV,Foliage,recover-20220624_unit2,10,
513,323,40320.0,39033,2022-06-23 07:30:00,HF,2022-06-23 07:57:24.975500000,2022-06-23 07:57:24.975500000,2022-06-23 07:57:24.982600000,1644.9755,1644.9826,38359.0,47404.0,Echolocation,Pipistrellus nathusii,0.472,0.561,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_073000.WAV,Foliage,recover-20220624_unit2,10,
514,324,38400.0,39034,2022-06-23 07:30:00,HF,2022-06-23 07:57:25.074500000,2022-06-23 07:57:25.074500000,2022-06-23 07:57:25.082100000,1645.0745,1645.0821,36640.0,45466.0,Echolocation,Pipistrellus nathusii,0.397,0.569,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_073000.WAV,Foliage,recover-20220624_unit2,10,
515,208,39360.0,39251,2022-06-23 08:00:00,HF,2022-06-23 08:26:40.756500000,2022-06-23 08:26:40.756500000,2022-06-23 08:26:40.764100000,1600.7565,1600.7641,37500.0,54703.0,Echolocation,Pipistrellus nathusii,0.437,0.587,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_080000.WAV,Foliage,recover-20220624_unit2,10,
516,214,40320.0,39257,2022-06-23 08:00:00,HF,2022-06-23 08:26:41.376500000,2022-06-23 08:26:41.376500000,2022-06-23 08:26:41.383400000,1601.3765,1601.3834,38359.0,56555.0,Echolocation,Pipistrellus nathusii,0.43,0.634,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_080000.WAV,Foliage,recover-20220624_unit2,10,
517,218,39360.0,39261,2022-06-23 08:00:00,HF,2022-06-23 08:26:42.973500000,2022-06-23 08:26:42.973500000,2022-06-23 08:26:42.979400000,1602.9735,1602.9794,35781.0,47317.0,Echolocation,Pipistrellus nathusii,0.345,0.584,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_080000.WAV,Foliage,recover-20220624_unit2,10,
518,219,39360.0,39262,2022-06-23 08:00:00,HF,2022-06-23 08:26:43.164500000,2022-06-23 08:26:43.164500000,2022-06-23 08:26:43.171300000,1603.1645,1603.1713,38359.0,46969.0,Echolocation,Pipistrellus nathusii,0.628,0.668,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_080000.WAV,Foliage,recover-20220624_unit2,10,
519,220,39360.0,39263,2022-06-23 08:00:00,HF,2022-06-23 08:26:43.352500000,2022-06-23 08:26:43.352500000,2022-06-23 08:26:43.359700000,1603.3525,1603.3597,36640.0,45628.0,Echolocation,Pipistrellus nathusii,0.397,0.571,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_080000.WAV,Foliage,recover-20220624_unit2,10,
520,143,39360.0,39439,2022-06-23 08:30:00,HF,2022-06-23 08:54:21.818500000,2022-06-23 08:54:21.818500000,2022-06-23 08:54:21.826400000,1461.8185,1461.8264,38359.0,46555.0,Echolocation,Pipistrellus nathusii,0.621,0.691,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_083000.WAV,Foliage,recover-20220624_unit2,10,
521,266,30720.0,40303,2022-06-23 10:00:00,HF,2022-06-23 10:27:00.141500000,2022-06-23 10:27:00.141500000,2022-06-23 10:27:00.151600000,1620.1415,1620.1516,28046.0,46045.0,Echolocation,Eptesicus serotinus,0.313,0.548,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_100000.WAV,Foliage,recover-20220624_unit2,10,
522,273,28800.0,40310,2022-06-23 10:00:00,HF,2022-06-23 10:27:02.136500000,2022-06-23 10:27:02.136500000,2022-06-23 10:27:02.139400000,1622.1365,1622.1394,26328.0,46539.0,Echolocation,Plecotus auritus,0.591,0.695,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_100000.WAV,Foliage,recover-20220624_unit2,10,
523,274,31680.0,40311,2022-06-23 10:00:00,HF,2022-06-23 10:27:02.230500000,2022-06-23 10:27:02.230500000,2022-06-23 10:27:02.234000000,1622.2305,1622.234,23750.0,46509.0,Echolocation,Plecotus auritus,0.548,0.691,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_100000.WAV,Foliage,recover-20220624_unit2,10,
524,275,33600.0,40312,2022-06-23 10:00:00,HF,2022-06-23 10:27:02.333500000,2022-06-23 10:27:02.333500000,2022-06-23 10:27:02.336500000,1622.3335,1622.3365,25468.0,46589.0,Echolocation,Plecotus auritus,0.586,0.691,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_100000.WAV,Foliage,recover-20220624_unit2,10,
525,278,31680.0,40315,2022-06-23 10:00:00,HF,2022-06-23 10:27:02.622500000,2022-06-23 10:27:02.622500000,2022-06-23 10:27:02.626000000,1622.6225,1622.626,26328.0,48748.0,Echolocation,Plecotus auritus,0.616,0.726,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_100000.WAV,Foliage,recover-20220624_unit2,10,
526,279,33600.0,40316,2022-06-23 10:00:00,HF,2022-06-23 10:27:02.738500000,2022-06-23 10:27:02.738500000,2022-06-23 10:27:02.741600000,1622.7385,1622.7416,27187.0,48415.0,Echolocation,Plecotus auritus,0.562,0.712,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_100000.WAV,Foliage,recover-20220624_unit2,10,
527,31,44160.0,40788,2022-06-23 11:00:00,HF,2022-06-23 11:09:02.056500000,2022-06-23 11:09:02.056500000,2022-06-23 11:09:02.063100000,542.0565,542.0631,40937.0,49171.0,Echolocation,Pipistrellus nathusii,0.506,0.546,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_110000.WAV,Foliage,recover-20220624_unit2,10,
528,32,44160.0,40789,2022-06-23 11:00:00,HF,2022-06-23 11:09:02.755500000,2022-06-23 11:09:02.755500000,2022-06-23 11:09:02.762700000,542.7555,542.7627,40078.0,56025.0,Echolocation,Pipistrellus nathusii,0.419,0.535,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_110000.WAV,Foliage,recover-20220624_unit2,10,
529,33,44160.0,40790,2022-06-23 11:00:00,HF,2022-06-23 11:09:02.850500000,2022-06-23 11:09:02.850500000,2022-06-23 11:09:02.859600000,542.8505,542.8596,39218.0,57635.0,Echolocation,Pipistrellus nathusii,0.382,0.514,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_110000.WAV,Foliage,recover-20220624_unit2,10,
530,34,44160.0,40791,2022-06-23 11:00:00,HF,2022-06-23 11:09:03.021500000,2022-06-23 11:09:03.021500000,2022-06-23 11:09:03.030300000,543.0215,543.0303,39218.0,59781.0,Echolocation,Pipistrellus nathusii,0.406,0.53,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_110000.WAV,Foliage,recover-20220624_unit2,10,
531,35,43200.0,40792,2022-06-23 11:00:00,HF,2022-06-23 11:09:03.117500000,2022-06-23 11:09:03.117500000,2022-06-23 11:09:03.125400000,543.1175,543.1254,40078.0,52809.0,Echolocation,Pipistrellus nathusii,0.421,0.576,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_110000.WAV,Foliage,recover-20220624_unit2,10,
532,36,44160.0,40793,2022-06-23 11:00:00,HF,2022-06-23 11:09:03.893500000,2022-06-23 11:09:03.893500000,2022-06-23 11:09:03.902700000,543.8935,543.9027,41796.0,57020.0,Echolocation,Pipistrellus nathusii,0.405,0.524,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_110000.WAV,Foliage,recover-20220624_unit2,10,
533,37,44160.0,40794,2022-06-23 11:00:00,HF,2022-06-23 11:09:04.716500000,2022-06-23 11:09:04.716500000,2022-06-23 11:09:04.722500000,544.7165,544.7225,34921.0,65676.0,Echolocation,Myotis brandtii,0.241,0.566,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_110000.WAV,Foliage,recover-20220624_unit2,10,
534,38,45120.0,40795,2022-06-23 11:00:00,HF,2022-06-23 11:09:04.793500000,2022-06-23 11:09:04.793500000,2022-06-23 11:09:04.798100000,544.7935,544.7981,37500.0,53598.0,Echolocation,Myotis daubentonii,0.29,0.504,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_110000.WAV,Foliage,recover-20220624_unit2,10,
535,39,45120.0,40796,2022-06-23 11:00:00,HF,2022-06-23 11:09:05.686500000,2022-06-23 11:09:05.686500000,2022-06-23 11:09:05.692400000,545.6865,545.6924,35781.0,63429.0,Echolocation,Myotis brandtii,0.258,0.544,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_110000.WAV,Foliage,recover-20220624_unit2,10,
536,40,45120.0,40797,2022-06-23 11:00:00,HF,2022-06-23 11:09:07.925500000,2022-06-23 11:09:07.925500000,2022-06-23 11:09:07.931300000,547.9255,547.9313,40078.0,50596.0,Echolocation,Pipistrellus nathusii,0.377,0.523,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_110000.WAV,Foliage,recover-20220624_unit2,10,
537,41,43200.0,40798,2022-06-23 11:00:00,HF,2022-06-23 11:09:08.264500000,2022-06-23 11:09:08.264500000,2022-06-23 11:09:08.271900000,548.2645,548.2719,41796.0,48770.0,Echolocation,Pipistrellus nathusii,0.471,0.508,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_110000.WAV,Foliage,recover-20220624_unit2,10,
538,42,42240.0,40799,2022-06-23 11:00:00,HF,2022-06-23 11:09:08.426500000,2022-06-23 11:09:08.426500000,2022-06-23 11:09:08.435300000,548.4265,548.4353,40937.0,60944.0,Echolocation,Pipistrellus nathusii,0.355,0.516,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_110000.WAV,Foliage,recover-20220624_unit2,10,
539,43,45120.0,40800,2022-06-23 11:00:00,HF,2022-06-23 11:09:08.515499999,2022-06-23 11:09:08.515499999,2022-06-23 11:09:08.522100000,548.5155,548.5221,40937.0,54577.0,Echolocation,Pipistrellus nathusii,0.425,0.566,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220623_110000.WAV,Foliage,recover-20220624_unit2,10,
540,2170,42240.0,43056,2022-06-24 04:30:00,LF,2022-06-24 04:58:22.908500000,2022-06-24 04:58:22.908500000,2022-06-24 04:58:22.917100000,1702.9085,1702.9171,27187.0,40957.0,Echolocation,Eptesicus serotinus,0.279,0.607,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_043000.WAV,Foliage,recover-20220624_unit2,10,
541,2351,42240.0,43237,2022-06-24 04:30:00,LF,2022-06-24 04:58:49.390500000,2022-06-24 04:58:49.390500000,2022-06-24 04:58:49.402900000,1729.3905,1729.4029,27187.0,41543.0,Echolocation,Eptesicus serotinus,0.249,0.532,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_043000.WAV,Foliage,recover-20220624_unit2,10,
542,62,31680.0,43631,2022-06-24 05:00:00,HF,2022-06-24 05:00:10.014500000,2022-06-24 05:00:10.014500000,2022-06-24 05:00:10.020600000,10.0145,10.0206,28906.0,44738.0,Echolocation,Eptesicus serotinus,0.469,0.599,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_050000.WAV,Foliage,recover-20220624_unit2,10,
543,86,31680.0,43655,2022-06-24 05:00:00,HF,2022-06-24 05:00:12.935500000,2022-06-24 05:00:12.935500000,2022-06-24 05:00:12.944200000,12.9355,12.9442,28906.0,46446.0,Echolocation,Eptesicus serotinus,0.474,0.631,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_050000.WAV,Foliage,recover-20220624_unit2,10,
544,87,35520.0,43656,2022-06-24 05:00:00,LF,2022-06-24 05:00:13.019500000,2022-06-24 05:00:13.019500000,2022-06-24 05:00:13.026700000,13.0195,13.0267,29765.0,43714.0,Echolocation,Eptesicus serotinus,0.451,0.588,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_050000.WAV,Foliage,recover-20220624_unit2,10,
545,88,34560.0,43657,2022-06-24 05:00:00,HF,2022-06-24 05:00:13.081500000,2022-06-24 05:00:13.081500000,2022-06-24 05:00:13.087600000,13.0815,13.0876,29765.0,48039.0,Echolocation,Eptesicus serotinus,0.544,0.652,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_050000.WAV,Foliage,recover-20220624_unit2,10,
546,118,27840.0,43687,2022-06-24 05:00:00,HF,2022-06-24 05:00:17.686500000,2022-06-24 05:00:17.686500000,2022-06-24 05:00:17.694600000,17.6865,17.6946,26328.0,46748.0,Echolocation,Eptesicus serotinus,0.491,0.643,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_050000.WAV,Foliage,recover-20220624_unit2,10,
547,31,43200.0,46200,2022-06-24 07:30:00,HF,2022-06-24 07:48:10.818500000,2022-06-24 07:48:10.818500000,2022-06-24 07:48:10.827200000,1090.8185,1090.8272,40078.0,46345.0,Echolocation,Pipistrellus nathusii,0.335,0.546,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_073000.WAV,Foliage,recover-20220624_unit2,10,
548,124,45120.0,46293,2022-06-24 07:30:00,HF,2022-06-24 07:55:15.102500000,2022-06-24 07:55:15.102500000,2022-06-24 07:55:15.110400000,1515.1025,1515.1104,44375.0,52359.0,Echolocation,Pipistrellus pipistrellus,0.55,0.579,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_073000.WAV,Foliage,recover-20220624_unit2,10,
549,27,41280.0,46402,2022-06-24 09:00:00,HF,2022-06-24 09:14:26.808500000,2022-06-24 09:14:26.808500000,2022-06-24 09:14:26.815500000,866.8085,866.8155,40078.0,47202.0,Echolocation,Pipistrellus nathusii,0.564,0.59,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage,recover-20220624_unit2,10,
550,28,44160.0,46403,2022-06-24 09:00:00,HF,2022-06-24 09:14:27.081500000,2022-06-24 09:14:27.081500000,2022-06-24 09:14:27.089500000,867.0815,867.0895,39218.0,46602.0,Echolocation,Pipistrellus nathusii,0.465,0.521,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage,recover-20220624_unit2,10,
551,29,44160.0,46404,2022-06-24 09:00:00,HF,2022-06-24 09:14:27.255500000,2022-06-24 09:14:27.255500000,2022-06-24 09:14:27.262799999,867.2555,867.2628,40078.0,49605.0,Echolocation,Pipistrellus nathusii,0.516,0.569,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage,recover-20220624_unit2,10,
552,30,45120.0,46405,2022-06-24 09:00:00,HF,2022-06-24 09:14:27.348500000,2022-06-24 09:14:27.348500000,2022-06-24 09:14:27.355800000,867.3485000000001,867.3558,40937.0,51925.0,Echolocation,Pipistrellus nathusii,0.535,0.65,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage,recover-20220624_unit2,10,
553,31,45120.0,46406,2022-06-24 09:00:00,HF,2022-06-24 09:14:27.524499999,2022-06-24 09:14:27.524499999,2022-06-24 09:14:27.531500000,867.5245,867.5315,40078.0,51225.0,Echolocation,Pipistrellus nathusii,0.613,0.689,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage,recover-20220624_unit2,10,
554,32,44160.0,46407,2022-06-24 09:00:00,HF,2022-06-24 09:14:27.624500000,2022-06-24 09:14:27.624500000,2022-06-24 09:14:27.630900000,867.6245,867.6309,40078.0,50970.0,Echolocation,Pipistrellus nathusii,0.497,0.59,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage,recover-20220624_unit2,10,
555,34,44160.0,46409,2022-06-24 09:00:00,HF,2022-06-24 09:14:27.898500000,2022-06-24 09:14:27.898500000,2022-06-24 09:14:27.904000000,867.8985,867.904,40937.0,51751.0,Echolocation,Pipistrellus nathusii,0.558,0.605,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage,recover-20220624_unit2,10,
556,35,43200.0,46410,2022-06-24 09:00:00,HF,2022-06-24 09:14:28.073500000,2022-06-24 09:14:28.073500000,2022-06-24 09:14:28.081600000,868.0735,868.0816,40078.0,51324.0,Echolocation,Pipistrellus nathusii,0.497,0.605,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage,recover-20220624_unit2,10,
557,36,43200.0,46411,2022-06-24 09:00:00,HF,2022-06-24 09:14:28.172500000,2022-06-24 09:14:28.172500000,2022-06-24 09:14:28.179200000,868.1725,868.1792,40937.0,53925.0,Echolocation,Pipistrellus nathusii,0.621,0.678,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage,recover-20220624_unit2,10,
558,37,43200.0,46412,2022-06-24 09:00:00,HF,2022-06-24 09:14:28.354500000,2022-06-24 09:14:28.354500000,2022-06-24 09:14:28.362000000,868.3545,868.362,40937.0,52595.0,Echolocation,Pipistrellus nathusii,0.6,0.645,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage,recover-20220624_unit2,10,
559,38,43200.0,46413,2022-06-24 09:00:00,HF,2022-06-24 09:14:28.448500000,2022-06-24 09:14:28.448500000,2022-06-24 09:14:28.455100000,868.4485,868.4551,41796.0,54822.0,Echolocation,Pipistrellus nathusii,0.616,0.654,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage,recover-20220624_unit2,10,
560,39,41280.0,46414,2022-06-24 09:00:00,HF,2022-06-24 09:14:28.612500000,2022-06-24 09:14:28.612500000,2022-06-24 09:14:28.619500000,868.6125,868.6195,40078.0,54451.0,Echolocation,Pipistrellus nathusii,0.56,0.612,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage,recover-20220624_unit2,10,
561,40,45120.0,46415,2022-06-24 09:00:00,HF,2022-06-24 09:14:28.872500000,2022-06-24 09:14:28.872500000,2022-06-24 09:14:28.879800000,868.8725,868.8798,40078.0,56155.0,Echolocation,Pipistrellus nathusii,0.426,0.501,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage,recover-20220624_unit2,10,
562,41,45120.0,46416,2022-06-24 09:00:00,HF,2022-06-24 09:14:29.049500000,2022-06-24 09:14:29.049500000,2022-06-24 09:14:29.055100000,869.0495,869.0551,40937.0,54561.0,Echolocation,Pipistrellus nathusii,0.448,0.539,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage,recover-20220624_unit2,10,
563,42,44160.0,46417,2022-06-24 09:00:00,HF,2022-06-24 09:14:29.469500000,2022-06-24 09:14:29.469500000,2022-06-24 09:14:29.476700000,869.4695,869.4767,41796.0,51388.0,Echolocation,Pipistrellus nathusii,0.545,0.576,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage,recover-20220624_unit2,10,
564,43,44160.0,46418,2022-06-24 09:00:00,HF,2022-06-24 09:14:32.495500000,2022-06-24 09:14:32.495500000,2022-06-24 09:14:32.502499999,872.4955,872.5025,40078.0,58378.0,Echolocation,Pipistrellus nathusii,0.41,0.533,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage,recover-20220624_unit2,10,
565,44,42240.0,46419,2022-06-24 09:00:00,HF,2022-06-24 09:14:32.860500000,2022-06-24 09:14:32.860500000,2022-06-24 09:14:32.869700000,872.8605,872.8697,40078.0,49585.0,Echolocation,Pipistrellus nathusii,0.477,0.501,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage,recover-20220624_unit2,10,
566,45,40320.0,46420,2022-06-24 09:00:00,HF,2022-06-24 09:14:33.858500000,2022-06-24 09:14:33.858500000,2022-06-24 09:14:33.867700000,873.8585,873.8677,39218.0,54930.0,Echolocation,Pipistrellus nathusii,0.557,0.653,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage,recover-20220624_unit2,10,
567,46,43200.0,46421,2022-06-24 09:00:00,HF,2022-06-24 09:14:34.139500000,2022-06-24 09:14:34.139500000,2022-06-24 09:14:34.151000000,874.1395,874.151,39218.0,57873.0,Echolocation,Pipistrellus nathusii,0.45,0.54,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage,recover-20220624_unit2,10,
